name,price,ram,ram_unit,rom_type,rom,rom_unit,screen_size,screen_detail,cpu,gpu,battery,weight,rating,link_href,brand,series
Dell Vostro 3420 i5 1235U (V4I5702W1),16.190.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.49,5.0,https://www.thegioididong.com/laptop/dell-vostro-3420-i5-v4i5702w1,DELL,Vostro
Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU),17.990.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1335U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.66,4.9,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,DELL,Inspiron
Dell Vostro 15 3520 i5 1235U (V5I5610W1),13.990.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.85,4.9,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v5i5610w1,DELL,Vostro
Dell Inspiron 7440 Core 5 120U (N4I5006W1),29.490.000,16,GB,SSD,1,TB,14.0,"Full HD+, Cảm ứng","CPU: Core 5, 120U, 1.4GHz",Card: Intel Graphics,"Pin: 4-cell, 54Wh",1.74,5.0,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-5-n4i5006w1,DELL,Inspiron
Dell Inspiron 7440 Core 7 150U (N7440-C7U161W11IBU),31.990.000,16,GB,SSD,1,TB,14.0,"Full HD+, Cảm ứng","CPU: Core 7, 150U",Card: Intel Graphics,"Pin: 4-cell, 64 Wh",1.71,5.0,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-7-n7440c7u161w11ibu,DELL,Inspiron
Dell XPS 13 9340 Ultra 7 155H (HXRGT),54.990.000,16,GB,SSD,1,TB,13.4,"QHD+ (2560 x 1600), Cảm ứng","CPU: Ultra 7, 155H",Card: Intel Arc Graphics,"Pin: 3-cell, 55 Wh",1.17,5.0,https://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-7-hxrgt,DELL,XPS
Dell Latitude 3540 i5 1235U (71038100),16.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.81,5.0,https://www.thegioididong.com/laptop/dell-latitude-3540-i5-71038100,DELL,Latitude
Dell Inspiron 16 5640 Core 7 150U (N6I7512W1),31.490.000,16,GB,SSD,1,TB,16.0,"2.5K, 120Hz","CPU: Core 7, 150U","Card: NVIDIA Geforce MX570A, 2 GB","Pin: 4-cell, 54Wh",1.87,5.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-n6i7512w1,DELL,Inspiron
Dell G15 5530 i9 13900HX (i9HX161W11GR4060),40.990.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 165Hz","CPU: i9, 13900HX, 3.90 GHz",Card: RTX 4060 8GB,"Pin: 6-cell Li-ion, 86 Wh",2.81,5.0,https://www.thegioididong.com/laptop/dell-g15-5530-i9-i9hx161w11gr4060,DELL,Gaming G-series
Dell XPS 13 9340 Ultra 5 125H (XPSU5934W1),51.990.000,16,GB,SSD,2,TB,13.4,"QHD+ (2560 x 1600), 120Hz","CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,"Pin: 3-cell, 55 Wh",1.22,5.0,https://www.thegioididong.com/laptop/dell-xps-13-9340-ultra-5-xpsu5934w1,DELL,XPS
Dell Inspiron 14 5430 i5 1340P (N5430-i5P165W11SL2050),27.990.000,16,GB,SSD,512,GB,14.0,"QHD+ (2560 x 1600) 16:10, 120Hz","CPU: i5, 1340P, 1.9GHz",Card: RTX 2050 4GB,"Pin: 4-cell, 54Wh",1.78,5.0,https://www.thegioididong.com/laptop/dell-inspiron-14-5430-i5-i5p165w11sl2050,DELL,Inspiron
Dell G15 5530 i7 13650HX (i7HX161W11GR4060),36.990.000,16,GB,SSD,1,TB,15.6,"Full HD (1920 x 1080), 165Hz","CPU: i7, 13650HX, 2.6GHz",Card: RTX 4060 8GB,"Pin: 6-cell Li-ion, 86 Wh",2.81,5.0,https://www.thegioididong.com/laptop/dell-g15-5530-i7-i7hx161w11gr4060,DELL,Gaming G-series
Dell Inspiron 15 3530 i7 1355U (N5I7240W1),21.490.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.66,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7240w1,DELL,Inspiron
Dell Inspiron 15 3520 i7 1255U (N3520-i7U165W11BLU-FP),19.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1255U, 1.7GHz",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.9,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n3520i7u165w11blufp,DELL,Inspiron
Dell Inspiron 15 3520 i7 1255U (25P2315),19.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1255U, 1.7GHz",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.65,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,DELL,Inspiron
Dell Inspiron 15 3520 i7 1255U (N5I7125W1),19.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 120Hz","CPU: i7, 1255U, 1.7GHz",Card: Intel Iris Xe,"Pin: 4-cell, 54Wh",1.66,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n5i7125w1,DELL,Inspiron
Dell Inspiron 14 5440 i5 1334U (NDY5V1),19.490.000,16,GB,SSD,512,GB,14.0,Full HD+ (1920 x 1200),"CPU: i5, 1334U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.54,,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-i5-ndy5v1,DELL,Inspiron
HP 15 fd0303TU i3 1315U (A2NL4PA),11.890.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i3, 1315U",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.59,5.0,https://www.thegioididong.com/laptop/hp-15-fd0303tu-i3-a2nl4pa,HP,15
HP 15 fc0085AU R5 7430U (A6VV8PA),12.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: Ryzen 5, 7430U, 2.30 GHz",Card: Radeon,"Pin: 3-cell, 41Wh",1.59,4.9,https://www.thegioididong.com/laptop/hp-15-fc0085au-r5-a6vv8pa,HP,15
HP 245 G10 R5 7530U (A20TDPT),12.490.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: Ryzen 5, 7530U, 2GHz",Card: Radeon,"Pin: 3-cell, 41Wh",1.36,4.9,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt,HP,245
HP 15 fd0234TU i5 1334U (9Q969PA),16.790.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1334U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.59,4.9,https://www.thegioididong.com/laptop/hp-15-fd0234tu-i5-9q969pa,HP,15
HP 240 G9 i5 1235U (AG2J7AT),16.490.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.47,5.0,https://www.thegioididong.com/laptop/hp-240-g9-i5-ag2j7at,HP,240
HP Pavilion 15 eg3093TU i5 1335U (8C5L4PA),18.790.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.69,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,HP,Pavilion
HP Pavilion X360 14 ek2024TU Core 5 120U (9Z2V6PA),23.490.000,16,GB,SSD,512,GB,14.0,"Full HD (1920 x 1080), Cảm ứng","CPU: Core 5, 120U, 1.4GHz",Card: Intel Graphics,"Pin: 3-cell, 43Wh",1.51,5.0,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2024tu-core-5-9z2v6pa,HP,Pavilion
HP 15 fd1063TU Ultra 5 125H (9Z2Y1PA),19.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Graphics,"Pin: 3-cell, 41Wh",1.65,5.0,https://www.thegioididong.com/laptop/hp-15-fd1063tu-ultra-5-9z2y1pa,HP,15
HP Gaming VICTUS 15 fb1022AX R5 7535HS (94F19PA),17.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7535HS, 3.3GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 52.5Wh",2.29,5.0,https://www.thegioididong.com/laptop/hp-victus-15-fb1022ax-r5-94f19pa,HP,Victus
HP Pavilion 15 eg2081TU i5 1240P (7C0Q4PA),16.690.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1240P, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.72,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2081tu-i5-7c0q4pa?utm_flashsale=1,HP,Pavilion
HP 240 G9 i3 1215U (AG2J5AT),11.490.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.42,5.0,https://www.thegioididong.com/laptop/hp-240-g9-i3-ag2j5at,HP,240
HP Pavilion 15 eg3091TU i7 1355U (8C5L2PA),23.490.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.69,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,HP,Pavilion
HP 240 G9 i3 1215U (6L1X7PA),9.490.000,8,GB,SSD,256,GB,14.0,Full HD (1920 x 1080),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.41,4.9,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x7pa?utm_flashsale=1,HP,240
HP 240 G10 i5 1335U (9H2E4PT),17.590.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.36,4.9,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,HP,240
HP Gaming VICTUS 15 fa1139TX i5 12450H (8Y6W3PA),18.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 52.5Wh",2.29,4.9,https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,HP,Victus
HP 15s fq5229TU i3 1215U (8U237PA),11.190.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.69,4.9,https://www.thegioididong.com/laptop/hp-15s-fq5229tu-i3-8u237pa?utm_flashsale=1,HP,15s
HP 15 fd0015TU i7 1355U (A19C5PA),20.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.59,4.9,https://www.thegioididong.com/laptop/hp-15-fd0015tu-i7-a19c5pa,HP,15
HP 240 G8 i3 1115G4 (6L1A2PA),9.490.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i3, 1115G4, 3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.4,4.9,https://www.thegioididong.com/laptop/hp-240-g8-i3-6l1a2pa?utm_flashsale=1,HP,240
HP Pavilion 15 eg2088TU i7 1260P (7C0R0PA),21.390.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1260P, 2.1GHz",Card: Intel Iris Xe,"Pin: 3 cell, 41.04 Wh",1.74,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2088tu-i7-7c0r0pa,HP,Pavilion
HP 240 G9 i5 1235U (9T2G2PT),16.490.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3 cell, 41.04 Wh",1.42,5.0,https://www.thegioididong.com/laptop/hp-240-g9-i5-9t2g2pt,HP,240
HP Envy x360 14 fc0094TU Ultra 5 125U (A19C4PA),27.290.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, Cảm ứng","CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Graphics,"Pin: 3-cell Li-ion, 59 Wh",1.39,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0094tu-ultra-5-a19c4pa,HP,Envy
HP 15s fq5147TU i7 1255U (7C133PA),13.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1255U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.69,4.9,https://www.thegioididong.com/laptop/hp-15s-fq5147tu-i7-7c133pa?utm_flashsale=1,HP,15s
HP Envy x360 14 fc0089TU Ultra 7 155U (A19BZPA),30.790.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, Cảm ứng","CPU: Ultra 7, 155U, 1.7GHz",Card: Intel Graphics,"Pin: 3-cell Li-ion, 59 Wh",1.39,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0089tu-ultra-7-a19bzpa,HP,Envy
HP 240 G9 i5 1235U (6L1Y2PA),14.490.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.47,4.9,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa?utm_flashsale=1,HP,240
HP Pavilion X360 14 ek1047TU i7 1355U (80R25PA),24.990.000,16,GB,SSD,512,GB,14.0,"Full HD (1920 x 1080), Cảm ứng","CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 43Wh",1.53,4.9,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek1047tu-i7-80r25pa?utm_flashsale=1,HP,Pavilion
HP Elitebook 630 G10 i7 1355U (873F2PA),27.490.000,16,GB,SSD,512,GB,13.3,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel UHD,"Pin: 3-cell, 42Wh",1.22,5.0,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-873f2pa,HP,EliteBook
HP Pavilion 15 eg2082TU i5 1240P (7C0Q5PA),14.290.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1240P, 1.7GHz",Card: Intel Iris Xe,"Pin: 3 cell, 41.04 Wh",1.72,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa?utm_flashsale=1,HP,Pavilion
HP Pavilion X360 14 ek2027TU Core 7 150U (9Z2V9PA),26.590.000,16,GB,SSD,512,GB,14.0,"Full HD (1920 x 1080), Cảm ứng","CPU: Core 7, 150U",Card: Intel Graphics,"Pin: 3-cell, 43Wh",1.51,5.0,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa,HP,Pavilion
HP Elitebook 630 G10 i5 1335U (9J0B4PT),22.490.000,16,GB,SSD,512,GB,13.3,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 42Wh",1.22,5.0,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i5-19j0b4pt,HP,EliteBook
HP Pavilion 15 eg2062TX i5 1235U (7C0W7PA),16.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: MX550 2GB,"Pin: 3 cell, 41.04 Wh",1.74,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2062tx-i5-7c0w7pa?utm_flashsale=1,HP,Pavilion
HP Gaming VICTUS 16 s0173AX R5 7640HS (A9LG9PA),22.690.000,16,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7640HS, 4.30 GHz",Card: RTX 3050 6GB,"Pin: 4-cell, 70Wh",2.31,5.0,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa,HP,Victus
HP 15 fd1064TU Ultra 5 125H (9Z2Y2PA),19.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: Ultra 5, 125H, 1.2GHz",Card: Intel Arc Graphics,"Pin: 3-cell, 41Wh",1.65,5.0,https://www.thegioididong.com/laptop/hp-15-fd1064tu-ultra-5-9z2y2pa?utm_flashsale=1,HP,15
HP 15s fq5162TU i5 1235U (7C134PA),12.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.7,4.9,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa?utm_flashsale=1,HP,15s
HP Envy x360 14 fc0162TU Ultra 5 125U (AY8X1PA),27.690.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED, Cảm ứng","CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Graphics,"Pin: 3-cell Li-ion, 59 Wh",1.39,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa,HP,Envy
HP Pavilion 15 eg3094TU i5 1335U (8C5L5PA),16.590.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.69,5.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa?utm_flashsale=1,HP,Pavilion
HP Probook 450 G10 i7 1355U (873D3PA),24.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel UHD,"Pin: 3-cell, 51Wh",1.79,,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-873d3pa,HP,ProBook
HP Pavilion 15 eg3095TU i5 1335U (8C5L6PA),16.590.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 41Wh",1.74,5.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3095tu-i5-8c5l6pa?utm_flashsale=1,HP,Pavilion
HP Gaming VICTUS 16 s0078AX R5 7640HS (8C5N7PA),22.690.000,16,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 5, 7640HS, 4.30 GHz",Card: RTX 3050 6GB,"Pin: 4-cell, 70Wh",2.31,5.0,https://www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa?utm_flashsale=1,HP,Victus
HP Probook 450 G10 i5 1335U (9H1N5PT),21.490.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 51Wh",1.72,5.0,https://www.thegioididong.com/laptop/hp-probook-450-g10-i5-9h1n5pt,HP,ProBook
HP 240 G9 i3 1215U (6L1X8PA),11.490.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3 cell, 41.04 Wh",1.42,5.0,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x8pa,HP,240
HP 15 fd0304TU i3 1315U (A2NL5PA),11.890.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i3, 1315U",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.59,4.9,https://www.thegioididong.com/laptop/hp-15-fd0304tu-i3-a2nl5pa?utm_flashsale=1,HP,15
HP Probook 450 G10 i5 1335U (873D1PA),21.490.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1335U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 51Wh",1.79,5.0,https://www.thegioididong.com/laptop/hp-probook-450-g10-i5-873d1pa,HP,ProBook
HP Probook 450 G10 i7 1355U (9H8H1PT),24.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel UHD,"Pin: 3-cell, 51Wh",1.72,5.0,https://www.thegioididong.com/laptop/hp-probook-450-g10-i7-9h8h1pt,HP,ProBook
HP VICTUS 16 r0283TX i5 13500H (AD9T3PA),24.990.000,16,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: i5, 13500H, 2.6GHz",Card: RTX 3050 6GB,"Pin: 4-cell, 70Wh",2.31,5.0,https://www.thegioididong.com/laptop/hp-victus-16-r0283tx-i5-ad9t3pa,HP,Victus
HP Envy X360 14 fa0048AU R7 8840HS (A19BQPA),28.990.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, Cảm ứng","CPU: Ryzen 7, 8840HS, 3.3GHz",Card: Radeon,"Pin: 3-cell Li-ion, 59 Wh",1.39,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0048au-r7-a19bqpa,HP,Envy
HP Envy X360 14 fc0083TU Ultra 7 155U (A19BSPA),33.890.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED 16:10, Cảm ứng","CPU: Ultra 7, 155U, 1.7GHz",Card: Intel Graphics,"Pin: 3-cell Li-ion, 59 Wh",1.39,4.9,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0083tu-ultra-7-a19bspa,HP,Envy
HP VICTUS 16 r0127TX i7 13700H (8C5N2PA),34.790.000,16,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: i7, 13700H",Card: RTX 4060 8GB,"Pin: 4-cell, 70Wh",2.33,5.0,https://www.thegioididong.com/laptop/hp-victus-16-r0127tx-i7-8c5n2pa,HP,Victus
HP Pavilion 15 eg3098TU i3 1315U (8C5L9PA),10.990.000,8,GB,SSD,256,GB,15.6,Full HD (1920 x 1080),"CPU: i3, 1315U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 41Wh",1.68,5.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3098tu-i3-8c5l9pa?utm_flashsale=1,HP,Pavilion
HP Spectre X360 14 eu0050TU Ultra 7 155H (A19BLPA),51.790.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED, 120Hz","CPU: Ultra 7, 155H",Card: Intel Arc Graphics,"Pin: 4-cell, 68Wh",1.44,5.0,https://www.thegioididong.com/laptop/hp-spectre-x360-14-eu0050tu-ultra-7-a19blpa,HP,Spectre
HP Gaming VICTUS 16 s0139AX R7 7840HS (9Q986PA),34.990.000,32,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7840HS, 3.8GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 70Wh",2.33,5.0,https://www.thegioididong.com/laptop/hp-victus-16-s0139ax-r7-9q986pa,HP,Victus
HP Envy X360 14 fa0050AU R5 8640HS (A29H8PA),26.790.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, Cảm ứng","CPU: Ryzen 5, 8640HS, 3.5 GHz",Card: Radeon,"Pin: 3-cell Li-ion, 59 Wh",1.39,5.0,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa,HP,Envy
HP Elitebook 630 G10 i7 1355U (9H1N9PT),27.490.000,16,GB,SSD,512,GB,13.3,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel UHD,"Pin: 3-cell, 42Wh",1.28,5.0,https://www.thegioididong.com/laptop/hp-elitebook-630-g10-i7-9h1n9pt,HP,EliteBook
HP Probook 460 G11 Ultra 5 125U (A74BTPT),22.990.000,16,GB,SSD,512,GB,16.0,WUXGA,"CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Graphics,"Pin: 3-cell, 56Wh",1.786,,https://www.thegioididong.com/laptop/hp-probook-460-g11-ultra-5-a74btpt,HP,ProBook
HP Gaming VICTUS 16 r0130TX i5 13500H (8C5N5PA),24.990.000,16,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: i5, 13500H, 2.6GHz",Card: RTX 3050 6GB,"Pin: 4-cell, 70Wh",2.34,4.9,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa?utm_flashsale=1,HP,Victus
HP Gaming VICTUS 16 s0077AX R7 7840HS (8C5N6PA),28.990.000,16,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7840HS, 3.8GHz",Card: RTX 3050 6GB,"Pin: 4-cell, 70Wh",2.34,5.0,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa,HP,Victus
HP Elitebook 630 G11 Ultra 7 155U (A7LC5PT),30.990.000,16,GB,SSD,512,GB,13.3,WUXGA,"CPU: Ultra 7, 155U, 1.7GHz",Card: Intel Graphics,"Pin: 3-cell, 56Wh",1.347,5.0,https://www.thegioididong.com/laptop/hp-elitebook-630-g11-ultra-7-a7lc5pt,HP,EliteBook
HP Pavilion 15 eg2034TX i7 1255U (6K780PA),19.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1255U, 1.7GHz",Card: MX550 2GB,"Pin: 3-cell, 41Wh",1.74,4.9,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2034tx-i7-6k780pa,HP,Pavilion
HP Elitebook 630 G11 Ultra 5 125U (A7LL8PT),24.990.000,16,GB,SSD,512,GB,13.3,WUXGA,"CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Graphics,"Pin: 3-cell, 56Wh",1.358,,https://www.thegioididong.com/laptop/hp-elitebook-630-g11-ultra-5-a7ll8pt,HP,EliteBook
HP Gaming VICTUS 16 s0140AX R7 7840HS (9Q987PA),32.490.000,32,GB,SSD,512,GB,16.1,"Full HD (1920 x 1080), 144Hz","CPU: Ryzen 7, 7840HS, 3.8GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 70Wh",2.33,5.0,https://www.thegioididong.com/laptop/hp-victus-16-s0140ax-r7-9q987pa,HP,Victus
