name,price,ram,ram_unit,rom_type,rom,rom_unit,screen_size,screen_detail,cpu,gpu,battery,weight,rating,link_href,brand,series
Acer Aspire 3 A315 44P R9W8 R7 5700U (NX.KSJSV.002),10.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: Ryzen 7, 5700U, 1.8GHz",Card: Radeon,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-a315-44p-r9w8-r7-nxksjsv002,ACER,Aspire
Acer Aspire Lite 14 51M 59BN i5 1235U (NX.KTXSV.001),13.990.000,16,GB,SSD,512,GB,14.0,Full HD+ (1920 x 1200),"CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell Li-ion, 58 Wh",1.5,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001,ACER,Aspire
Acer Aspire 3 A314 42P R3B3 R7 5700U (NX.KSFSV.001),11.890.000,16,GB,SSD,512,GB,14.0,WUXGA,"CPU: Ryzen 7, 5700U, 1.8GHz",Card: Radeon,"Pin: 3-cell, 50Wh",1.4,4.9,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,ACER,Aspire
Acer Aspire Lite 14 51M 36MH i3 1215U (NX.KTVSV.001),9.490.000,8,GB,SSD,256,GB,14.0,Full HD+ (1920 x 1200),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell Li-ion, 58 Wh",1.5,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,ACER,Aspire
Acer Aspire Lite 14 51M 36PN i3 1215U (NX.KTWSV.001),9.990.000,8,GB,SSD,512,GB,14.0,Full HD+ (1920 x 1200),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell Li-ion, 58 Wh",1.5,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,ACER,Aspire
Acer Aspire 3 A315 58 529V i5 1135G7 (NX.ADDSV.00N),8.990.000,8,GB,SSD,256,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1135G7, 2.4GHz",Card: Intel Iris Xe,"Pin: 2-cell, 36.7Wh",1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-529v-i5-nxaddsv00n,ACER,Aspire
Acer Predator Helios Neo PHN16 71 53M7 i5 13500HX (NH.QLUSV.005),25.490.000,16,GB,SSD,512,GB,16.0,"WUXGA, 165Hz","CPU: i5, 13500HX, 2.5GHz",Card: RTX 4060 8GB,"Pin: 4-cell, 90Wh",2.6,4.9,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005,ACER,Predator
Acer Aspire 5 A515 58P 34RJ i3 1315U (NX.KHJSV.003),9.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i3, 1315U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003,ACER,Aspire
Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H (NX.KQ4SV.002),16.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 13420H, 2.1GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,ACER,Aspire
Acer Aspire 5 A514 56P 742F i7 1355U (NX.KHRSV.005),13.990.000,16,GB,SSD,512,GB,14.0,WUXGA,"CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.5,5.0,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-742f-i7-nxkhrsv005,ACER,Aspire
Acer Aspire 7 A715 76 53PJ i5 12450H (NH.QGESV.007),13.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 12450H, 2GHz",Card: Intel UHD,"Pin: 3-cell, 50Wh",2.1,,https://www.thegioididong.com/laptop/acer-aspire-7-a715-76-53pj-i5-nhqgesv007,ACER,Aspire
Acer Swift Go SFG14 71 513F i5 13500H (NX.KPZSV.003),16.590.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED, 90Hz","CPU: i5, 13500H, 2.6GHz",Card: Intel Iris Xe,Pin: 65Wh,1.3,5.0,https://www.thegioididong.com/laptop/acer-swift-go-sfg14-71-513f-i5-nxkpzsv003,ACER,Swift
Acer Aspire 5 A515 58P 774R i7 1355U (NX.KHJSV.005),13.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 1355U, 1.7GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.7,5.0,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-774r-i7-nxkhjsv005,ACER,Aspire
Acer Aspire 5 A515 58M 56YX i5 13420H (NX.KQ8SV.005),14.290.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 13420H, 2.1GHz",Card: Intel UHD,"Pin: 3-cell, 50Wh",1.7,5.0,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-56yx-i5-nxkq8sv005?utm_flashsale=1,ACER,Aspire
Acer Gaming Nitro AN515 58 773Y i7 12700H (NH.QFKSV.001.16G),22.390.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 12700H, 2.30 GHz",Card: RTX 3050Ti 4GB,"Pin: 4-cell, 57.5Wh",2.5,5.0,https://www.thegioididong.com/laptop/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g,ACER,Nitro
Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H (NX.KQ4SV.008),15.390.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 13420H, 2.1GHz",Card: RTX 2050 4GB,Pin: 50 Wh,1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008,ACER,Aspire
Acer Gaming Aspire 7 A715 76G 5806 i5 12450H (NH.QMFSV.002),18.390.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12450H, 2GHz",Card: RTX 3050 4GB,"Pin: 3-cell, 50Wh",2.1,4.9,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002,ACER,Aspire
Acer Aspire Lite AL16 51P 596H i5 1235U (NX.KWZSV.002),12.990.000,8,GB,SSD,512,GB,16.0,WUXGA,"CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell Li-ion, 58 Wh",1.7,5.0,https://www.thegioididong.com/laptop/acer-aspire-lite-al16-51p-596h-i5-nxkwzsv002,ACER,Aspire
Acer Aspire 3 A315 59 5283 i5 1235U (NX.K6TSV.00B),12.490.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel UHD,"Pin: 3-cell, 40Wh",1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b,ACER,Aspire
Acer Aspire Lite 15 51M 5542 i5 1155G7 (NX.KS5SV.001),11.490.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1155G7, 2.5GHz",Card: Intel Iris Xe,Pin: 36Wh,1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-5542-i5-nxks5sv001,ACER,Aspire
Acer Gaming Nitro V ANV15 51 55CA i5 13420H (NH.QN8SV.004),24.390.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 13420H, 2.1GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 57Wh",2.1,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,ACER,Nitro
Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U (NX.J1HSV.002),18.990.000,16,GB,SSD,512,GB,14.0,Full HD+ (1920 x 1200),"CPU: Ultra 5, 125U, 1.3GHz",Card: Intel Arc Graphics,"Pin: 3-cell Li-ion, 58 Wh",1.27,5.0,https://www.thegioididong.com/laptop/acer-swift-lite-14-ai-sfl14-51m-56hs-ultra-5-nxj1hsv002,ACER,Swift
Acer Aspire Lite 15 51M 55NB i5 1155G7 (NX.KRSSV.001),10.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1155G7, 2.5GHz",Card: Intel Iris Xe,Pin: 36Wh,1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-lite-15-51m-55nb-i5-nxkrssv001?utm_flashsale=1,ACER,Aspire
Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H (NH.QFHSV.001),18.190.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12500H, 2.5GHz",Card: RTX 3050 4GB,"Pin: 4-cell, 57.5Wh",2.5,4.9,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001?utm_flashsale=1,ACER,Nitro
Acer Swift Go 14 41 R251 R5 7430U (NX.KG3SV.005),16.990.000,16,GB,SSD,1,TB,14.0,Full HD (1920 x 1080),"CPU: Ryzen 5, 7430U, 2.30 GHz",Card: Radeon,Pin: 50 Wh,1.25,5.0,https://www.thegioididong.com/laptop/acer-swift-go-14-41-r251-r5-nxkg3sv005,ACER,Swift
Acer Gaming Nitro V ANV15 51 53NE i5 13420H (NH.QNASV.002),17.990.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 13420H, 2.1GHz",Card: RTX 2050 4GB,"Pin: 4-cell, 57Wh",2.1,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002,ACER,Nitro
Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H (NH.QFHSV.003),20.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 12700H, 2.30 GHz",Card: RTX 3050 4GB,"Pin: 4-cell, 57.5Wh",2.5,4.9,https://www.thegioididong.com/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003?utm_flashsale=1,ACER,Nitro
Acer Swift Go SFG14 71 74CP i7 13700H (NX.KPZSV.004),18.990.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED, 90Hz","CPU: i7, 13700H, 2.4GHz",Card: Intel Iris Xe,Pin: 65Wh,1.3,5.0,https://www.thegioididong.com/laptop/acer-swift-go-sfg14-71-74cp-i7-nxkpzsv004,ACER,Swift
Acer Aspire 5 A514 56P 54TN i5 1335U (NX.KHRSV.004),13.990.000,8,GB,SSD,512,GB,14.0,WUXGA,"CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.5,5.0,https://www.thegioididong.com/laptop/acer-aspire-5-a514-56p-54tn-i5-nxkhrsv004,ACER,Aspire
Acer Aspire 5 A515 58M 79R7 i7 13620H (NX.KQ8SV.007),18.990.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i7, 13620H, 2.4GHz",Card: Intel UHD,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,ACER,Aspire
Acer Swift AI SF14 51 53P9 Ultra 5 226V (NX.J2KSV.002),34.990.000,16,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED, 90Hz","CPU: Intel Core Ultra 5 Lunar Lake, 226V, 2.1GHz",Card: Intel Arc Graphics 130V,"Pin: 3-cell Li-ion, 65 Wh",1.26,,https://www.thegioididong.com/laptop/acer-swift-ai-sf14-51-53p9-ultra-5-nxj2ksv002,ACER,Swift
Acer Gaming Nitro V ANV15 51 58AN i5 13420H (NH.QNASV.001),15.890.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 13420H, 2.1GHz",Card: RTX 2050 4GB,"Pin: 4-cell, 57Wh",2.1,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-58an-i5-nhqnasv001,ACER,Nitro
Acer Gaming Nitro 5 Tiger AN515 58 773Y i7 12700H (NH.QFKSV.001),22.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i7, 12700H, 2.30 GHz",Card: RTX 3050Ti 4GB,"Pin: 4-cell, 57.5Wh",2.5,4.9,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001,ACER,Nitro
Acer Aspire 5 A514 54 5127 i5 1135G7 (NX.A28SV.007),11.990.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1135G7, 2.4GHz",Card: Intel Iris Xe,Pin: 48Wh,1.46,4.9,https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,ACER,Aspire
Acer Gaming Nitro V ANV15 51 57B2 i5 13420H (NH.QN8SV.001),22.490.000,8,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 13420H, 2.1GHz",Card: RTX 4050 6GB,"Pin: 4-cell, 57Wh",2.1,5.0,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-57b2-i5-nhqn8sv001?utm_flashsale=1,ACER,Nitro
Acer Swift AI SF14 51 75VP Ultra 7 258V (NX.J2KSV.001),39.990.000,32,GB,SSD,1,TB,14.0,"2.8K (2880 x 1800) - OLED, 90Hz","CPU: Intel Core Ultra 7 Lunar Lake, 258V, 2.2GHz",Card: Intel Arc 140V,"Pin: 3-cell Li-ion, 65 Wh",1.26,,https://www.thegioididong.com/laptop/acer-swift-ai-sf14-51-75vp-ultra-7-nxj2ksv001,ACER,Swift
Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H (NX.KSLSV.002),25.390.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800), 120Hz","CPU: Ultra 7, 155H, 3.8GHz",Card: Intel Arc Graphics,"Pin: 4-cell, 65Wh",1.32,5.0,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002,ACER,Swift
Acer Swift Go 14 AI SFG14 73 53X7 Ultra 5 125H (NX.KSLSV.001),23.290.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800), 120Hz","CPU: Ultra 5, 125H",Card: Intel Arc Graphics,"Pin: 4-cell, 65Wh",1.32,5.0,https://www.thegioididong.com/laptop/acer-swift-go-14-ai-73-53x7-ultra-5-nxkslsv001,ACER,Swift
Acer Aspire 3 A315 59 314F i3 1215U (NX.K6TSV.002),13.490.000,8,GB,SSD,256,GB,15.6,Full HD (1920 x 1080),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 40Wh",1.7,4.9,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-314f-i3-nxk6tsv002,ACER,Aspire
Acer Nitro V 16 ProPanel ANV16 41 R6ZY R5 8645HS (NH.QP2SV.002),25.990.000,16,GB,SSD,512,GB,16.0,"WUXGA, 165Hz","CPU: Ryzen 5, 8645HS, 4.30 GHz",Card: RTX 3050 6GB,"Pin: 4-cell, 57Wh",2.5,,https://www.thegioididong.com/laptop/acer-nitro-v-16-propanel-anv16-41-r6zy-r5-nhqp2sv002,ACER,Nitro
MacBook Air 13 inch M1,18.190.000,8,GB,SSD,256,GB,13.3,Retina (2560 x 1600),CPU: Apple M1,Card: 7 nhân GPU,Pin: Lên đến 18 giờ,1.29,4.9,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,APPLE,Air
MacBook Pro 14 inch M3,35.490.000,8,GB,SSD,512,GB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M3, 100GB/s",Card: 10 nhân GPU,Pin: Lên đến 22 giờ,1.55,5.0,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m3-2023,APPLE,Pro
MacBook Air 13 inch M2 2022 8-core CPU,21.990.000,8,GB,SSD,256,GB,13.6,Liquid Retina (2560 x 1664),"CPU: Apple M2, 100GB/s",Card: 8 nhân GPU,Pin: Lên đến 18 giờ,1.24,4.9,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022,APPLE,Air
MacBook Air 13 inch M3,28.690.000,16,GB,SSD,256,GB,13.6,Liquid Retina (2560 x 1664),"CPU: Apple M3, 100GB/s",Card: 10 nhân GPU,Pin: Lên đến 18 giờ,1.24,5.0,https://www.thegioididong.com/laptop/macbook-air-13-inch-m3-2024-16gb-256gb,APPLE,Air
MacBook Air 13 inch M2 10GPU,25.790.000,16,GB,SSD,256,GB,13.6,Liquid Retina (2560 x 1664),"CPU: Apple M2, 100GB/s",Card: 10 nhân GPU,Pin: Lên đến 18 giờ,1.24,5.0,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb-10gpu,APPLE,Air
MacBook Air 13 inch M3 8GPU,27.690.000,16,GB,SSD,256,GB,13.6,Liquid Retina (2560 x 1664),"CPU: Apple M3, 100GB/s",Card: 8 nhân GPU,Pin: Lên đến 18 giờ,1.24,5.0,https://www.thegioididong.com/laptop/macbook-air-13-inch-m3-16gb-256gb-8gpu,APPLE,Air
MacBook Pro 14 inch M4 Pro,49.990.000,24,GB,SSD,512,GB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M4 Pro, 273 GB/s memory bandwidth",Card: 16 nhân GPU,"Pin: Li-Po, 72.4 Wh",1.6,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb,APPLE,Pro
MacBook Pro 14 inch Nano M4,43.790.000,16,GB,SSD,512,GB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M4, 120 GB/s memory bandwidth",Card: 10 nhân GPU,"Pin: Li-Po, 72.4 Wh",1.55,,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-16-512,APPLE,Pro
MacBook Pro 14 inch M3 Pro,46.490.000,18,GB,SSD,512,GB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M3 Pro, 150 GB/s memory bandwidth",Card: 14 nhân GPU,Pin: Lên đến 18 giờ,1.61,4.9,https://www.thegioididong.com/laptop/apple-macbook-pro-14-inch-m3-pro-2023,APPLE,Pro
MacBook Pro 14 inch M4 Pro,54.990.000,24,GB,SSD,1,TB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M4 Pro, 273 GB/s memory bandwidth",Card: 16 nhân GPU,"Pin: Li-Po, 72.4 Wh",1.6,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-1tb,APPLE,Pro
MacBook Pro 14 inch M4 Pro,59.990.000,48,GB,SSD,512,GB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M4 Pro, 273 GB/s memory bandwidth",Card: 16 nhân GPU,"Pin: Li-Po, 72.4 Wh",1.6,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-48gb-512gb,APPLE,Pro
MacBook Air 15 inch M3,32.690.000,16,GB,SSD,256,GB,15.3,Liquid Retina,"CPU: Apple M3, 100GB/s",Card: 10 nhân GPU,Pin: Lên đến 18 giờ,1.51,5.0,https://www.thegioididong.com/laptop/macbook-air-15-inch-m3-2024-16gb-256gb,APPLE,Air
Apple MacBook Pro 14 inch Nano M4 Pro 24GB/512GB,53.790.000,24,GB,SSD,512,GB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M4 Pro, 273 GB/s memory bandwidth",Card: 16 nhân GPU,"Pin: Li-Po, 72.4 Wh",1.6,,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-pro-24-512,APPLE,Pro
MacBook Pro 14 inch M4 Max,79.990.000,36,GB,SSD,1,TB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M4 Max, 410 GB/s memory bandwidth",Card: 32 nhân GPU,"Pin: Li-Po, 72.4 Wh",1.62,,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-max-36gb-1tb,APPLE,Pro
MacBook Air 13 inch M2,33.990.000,24,GB,SSD,512,GB,13.6,Liquid Retina (2560 x 1664),"CPU: Apple M2, 100GB/s",Card: 8 nhân GPU,Pin: Lên đến 18 giờ,1.24,,https://www.thegioididong.com/laptop/macbook-air-13-m2-24gb-512gb,APPLE,Air
MacBook Air 13 inch M3,37.490.000,24,GB,SSD,512,GB,13.6,Liquid Retina (2560 x 1664),"CPU: Apple M3, 100GB/s",Card: 8 nhân GPU,Pin: Lên đến 18 giờ,1.24,,https://www.thegioididong.com/laptop/macbook-air-13-m3-24gb-512gb,APPLE,Air
MacBook Pro 16 inch M3 Pro,58.990.000,18,GB,SSD,512,GB,16.2,"Liquid Retina XDR display (3456 x 2234), 120Hz","CPU: Apple M3 Pro, 150 GB/s memory bandwidth",Card: 18 nhân GPU,Pin: Lên đến 22 giờ,2.14,5.0,https://www.thegioididong.com/laptop/apple-macbook-pro-16-inch-m3-pro-2023-12-core,APPLE,Pro
Apple MacBook Pro 14 inch Nano M4 Max 36GB/1TB,83.790.000,36,GB,SSD,1,TB,14.2,"Liquid Retina XDR display (3024 x 1964), 120Hz","CPU: Apple M4 Max, 410 GB/s memory bandwidth",Card: 32 nhân GPU,"Pin: Li-Po, 72.4 Wh",1.62,,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-max-36-1t,APPLE,Pro
Apple MacBook Pro 16 inch Nano M4 Max 36GB/1TB,93.790.000,36,GB,SSD,1,TB,16.2,"Liquid Retina XDR display (3456 x 2234), 120Hz","CPU: Apple M4 Max, 410 GB/s memory bandwidth",Card: 32 nhân GPU,"Pin: Li-Po, 100 Wh",2.15,,https://www.thegioididong.com/laptop/macbook-pro-16-nano-m4-max-36-1t,APPLE,Pro
MacBook Air 15 inch M3,42.490.000,24,GB,SSD,512,GB,15.3,Liquid Retina,"CPU: Apple M3, 100GB/s",Card: 10 nhân GPU,Pin: Lên đến 18 giờ,1.51,5.0,https://www.thegioididong.com/laptop/macbook-air-15-inch-m3-24gb-512gb,APPLE,Air
Apple MacBook Pro 16 inch Nano M4 Pro 24GB/512GB,68.790.000,24,GB,SSD,512,GB,16.2,"Liquid Retina XDR display (3456 x 2234), 120Hz","CPU: Apple M4 Pro, 273 GB/s memory bandwidth",Card: 20 nhân GPU,"Pin: Li-Po, 100 Wh",2.14,,https://www.thegioididong.com/laptop/macbook-pro-16-nano-m4-pro-24-512,APPLE,Pro
MacBook Pro 16 inch M4 Pro 24GB/512GB,64.990.000,24,GB,SSD,512,GB,16.2,"Liquid Retina XDR display (3456 x 2234), 120Hz","CPU: Apple M4 Pro, 273 GB/s memory bandwidth",Card: 20 nhân GPU,"Pin: Li-Po, 100 Wh",2.14,,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-24gb-512gb,APPLE,Pro
Asus Vivobook Go 15 E1504FA R5 7520U (NJ776W),11.890.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: Ryzen 5, 7520U, 2.8GHz",Card: Radeon,"Pin: 3-cell, 42Wh",1.63,4.9,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w?utm_flashsale=1,ASUS,VivoBook
Asus Vivobook 15 X1504ZA i3 1215U (NJ102W),9.990.000,8,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 42Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w?utm_flashsale=1,ASUS,VivoBook
Asus Vivobook X1404ZA i5 1235U (NK376W),13.390.000,16,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.4,4.9,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i5-nk376w?utm_flashsale=1,ASUS,VivoBook
Asus Vivobook 15 OLED A1505ZA i5 12500H (MA415W),15.390.000,16,GB,SSD,512,GB,15.6,"2.8K (2880 x 1620) - OLED, 120Hz","CPU: i5, 12500H, 2.5GHz",Card: Intel Iris Xe,"Pin: 3-cell, 50Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-asus-vivobook-15-oled-a1505za-i5-ma415w,ASUS,VivoBook
Asus Vivobook X1404ZA i3 1215U (NK246W),9.690.000,8,GB,SSD,512,GB,14.0,Full HD (1920 x 1080),"CPU: i3, 1215U, 1.2GHz",Card: Intel UHD,"Pin: 3-cell, 42Wh",1.4,4.9,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,ASUS,VivoBook
Asus Gaming Vivobook K3605ZF i5 12500H (RP745W),16.590.000,16,GB,SSD,512,GB,16.0,"WUXGA, 144Hz","CPU: i5, 12500H, 2.5GHz",Card: RTX 2050 4GB,"Pin: 3-cell, 50Wh",1.8,4.9,https://www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w,ASUS,VivoBook
Asus Vivobook 15 X1504ZA i5 1235U (NJ1608W),13.490.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.7,5.0,https://www.thegioididong.com/laptop/asus-x1504za-i5-nj1608w?utm_flashsale=1,ASUS,VivoBook
Asus Vivobook 15 X1504ZA i5 1235U (NJ1546W),13.390.000,16,GB,SSD,512,GB,15.6,Full HD (1920 x 1080),"CPU: i5, 1235U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.7,4.9,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w,ASUS,VivoBook
Asus Gaming Vivobook K3605ZC i5 12500H (RP629W),18.390.000,16,GB,SSD,512,GB,16.0,"WUXGA, 144Hz","CPU: i5, 12500H, 2.5GHz",Card: RTX 3050 4GB,"Pin: 3-cell, 50Wh",1.8,5.0,https://www.thegioididong.com/laptop/asus-vivobook-k3605zc-i5-rp629w,ASUS,VivoBook
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN330W),19.690.000,16,GB,SSD,512,GB,15.6,"Full HD (1920 x 1080), 144Hz","CPU: i5, 12500H, 2.5GHz",Card: RTX 3050 4GB,"Pin: 4-cell, 56Wh",2.2,5.0,https://www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w,ASUS,TUF Gaming
Asus Vivobook 16 X1605VA i5 1335U (MB360W),14.890.000,16,GB,SSD,512,GB,16.0,WUXGA,"CPU: i5, 1335U, 1.3GHz",Card: Intel Iris Xe,"Pin: 3-cell, 42Wh",1.88,4.9,https://www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb360w?utm_flashsale=1,ASUS,VivoBook
Asus Zenbook 14 OLED UX3402VA i5 13500H (KM657W),22.490.000,16,GB,SSD,512,GB,14.0,"2.8K (2880 x 1800) - OLED 16:10, 90Hz","CPU: i5, 13500H, 2.6GHz",Card: Intel Iris Xe,"Pin: 4-cell Li-ion, 75 Wh",1.39,4.9,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-i5-km657w?utm_flashsale=1,ASUS,ZenBook
